generation_index,individual_index,cap_post_loading,cap_post_conveyor,cap_post_washing,cap_pre_press1,cap_pre_press2,cap_post_press12,wip,throughput
8,28,1,1,3,1,1,5,12.84484126984127,26.461904761904762
8,29,1,1,3,1,1,5,12.84484126984127,26.461904761904762
8,30,6,3,2,7,4,7,28.17718253968254,27.507142857142856
8,31,6,3,2,7,4,7,28.17718253968254,27.507142857142856
8,32,1,2,4,9,5,8,27.052777777777777,27.42142857142857
8,33,4,1,1,6,2,3,20.206150793650792,27.41190476190476
8,34,1,1,2,1,3,8,14.09265873015873,26.889285714285712
8,35,1,1,4,1,1,5,13.952777777777778,26.56904761904762
8,36,1,1,1,4,4,9,17.402976190476192,27.366666666666667
8,37,1,2,2,1,3,2,14.996626984126983,27.035714285714285
8,38,1,2,2,2,2,5,15.074801587301588,27.198809523809523
8,39,1,1,3,2,3,4,16.201785714285712,27.291666666666668
8,40,2,4,1,4,2,2,19.226785714285715,27.379761904761907
8,41,1,1,3,1,1,8,12.98611111111111,26.523809523809522
8,42,2,2,2,2,2,5,16.088293650793652,27.24404761904762
8,43,1,1,2,1,3,5,14.102579365079364,26.979761904761904
8,44,2,4,1,4,2,2,19.226785714285715,27.379761904761907
8,45,4,1,1,6,2,3,20.206150793650792,27.41190476190476
8,46,1,1,1,1,4,9,14.330357142857142,26.983333333333334
8,47,1,1,3,1,1,8,12.98611111111111,26.523809523809522
8,48,1,1,4,1,1,5,13.952777777777778,26.56904761904762
8,49,2,2,2,2,2,5,16.088293650793652,27.24404761904762
9,0,1,3,3,3,9,5,25.117261904761904,27.504761904761903
9,1,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,2,1,4,2,2,3,9,18.174801587301587,27.39761904761905
9,3,1,2,2,3,2,4,16.179960317460317,27.34285714285714
9,4,1,1,2,2,2,5,14.227976190476191,27.28690476190476
9,5,4,1,1,3,2,8,17.232738095238094,27.395238095238096
9,6,1,1,2,2,2,5,14.227976190476191,27.28690476190476
9,7,1,2,2,3,2,4,16.179960317460317,27.34285714285714
9,8,1,1,2,2,2,5,14.227976190476191,27.28690476190476
9,9,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,10,4,1,1,3,2,8,17.232738095238094,27.395238095238096
9,11,1,1,2,1,3,3,14.024007936507937,26.989285714285714
9,12,1,3,1,6,2,4,19.225,27.41190476190476
9,13,1,1,2,2,2,9,14.158730158730158,27.242857142857144
9,14,1,1,2,2,2,3,14.165674603174603,27.245238095238093
9,15,1,3,3,3,9,5,25.117261904761904,27.504761904761903
9,16,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,17,1,1,2,1,1,3,12.137896825396826,26.567857142857143
9,18,4,1,1,3,2,8,17.232738095238094,27.395238095238096
9,19,1,1,2,2,2,5,14.227976190476191,27.28690476190476
9,20,6,2,2,7,4,8,27.17718253968254,27.507142857142856
9,21,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,22,1,1,2,1,1,2,12.105357142857143,26.442857142857143
9,23,1,3,1,6,2,4,19.225,27.41190476190476
9,24,1,1,2,2,2,5,14.227976190476191,27.28690476190476
9,25,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,26,1,1,2,1,3,3,14.024007936507937,26.989285714285714
9,27,1,1,1,1,2,5,12.281150793650793,26.833333333333332
9,28,1,2,2,3,2,4,16.179960317460317,27.34285714285714
9,29,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,30,1,1,2,1,2,2,12.991071428571429,26.951190476190476
9,31,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,32,4,1,1,3,2,8,17.232738095238094,27.395238095238096
9,33,1,1,2,2,2,9,14.158730158730158,27.242857142857144
9,34,1,1,2,1,1,3,12.137896825396826,26.567857142857143
9,35,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,36,1,1,1,2,3,8,14.378571428571428,27.302380952380954
9,37,1,3,1,6,2,4,19.225,27.41190476190476
9,38,1,1,2,1,1,8,12.14642857142857,26.66547619047619
9,39,6,3,2,7,4,7,28.17718253968254,27.507142857142856
9,40,6,3,2,7,4,7,28.17718253968254,27.507142857142856
9,41,1,1,2,1,1,5,12.216269841269842,26.565476190476193
9,42,1,2,4,9,5,8,27.052777777777777,27.42142857142857
9,43,4,1,1,6,2,3,20.206150793650792,27.41190476190476
9,44,1,2,2,2,2,5,15.074801587301588,27.198809523809523
9,45,1,1,1,4,4,9,17.402976190476192,27.366666666666667
9,46,1,2,2,1,3,2,14.996626984126983,27.035714285714285
9,47,1,1,3,2,3,4,16.201785714285712,27.291666666666668
9,48,2,1,2,1,1,8,13.133333333333333,26.702380952380953
9,49,1,2,2,1,1,3,13.050396825396826,26.576190476190476
10,0,1,3,3,3,9,5,25.117261904761904,27.504761904761903
10,1,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,2,1,4,2,2,3,9,18.174801587301587,27.39761904761905
10,3,1,2,2,3,2,4,16.179960317460317,27.34285714285714
10,4,4,1,1,3,2,8,17.232738095238094,27.395238095238096
10,5,1,2,2,3,2,4,16.179960317460317,27.34285714285714
10,6,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,7,4,1,1,3,2,8,17.232738095238094,27.395238095238096
10,8,1,1,2,1,3,3,14.024007936507937,26.989285714285714
10,9,1,3,1,6,2,4,19.225,27.41190476190476
10,10,1,1,2,2,2,9,14.158730158730158,27.242857142857144
10,11,1,1,2,2,2,3,14.165674603174603,27.245238095238093
10,12,1,3,3,3,9,5,25.117261904761904,27.504761904761903
10,13,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,14,1,1,2,1,1,3,12.137896825396826,26.567857142857143
10,15,4,1,1,3,2,8,17.232738095238094,27.395238095238096
10,16,6,2,2,7,4,8,27.17718253968254,27.507142857142856
10,17,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,18,1,3,1,6,2,4,19.225,27.41190476190476
10,19,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,20,1,1,2,1,3,3,14.024007936507937,26.989285714285714
10,21,1,2,2,3,2,4,16.179960317460317,27.34285714285714
10,22,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,23,1,1,2,1,2,2,12.991071428571429,26.951190476190476
10,24,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,25,4,1,1,3,2,8,17.232738095238094,27.395238095238096
10,26,1,1,2,2,2,9,14.158730158730158,27.242857142857144
10,27,1,1,2,1,1,3,12.137896825396826,26.567857142857143
10,28,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,29,1,3,1,6,2,4,19.225,27.41190476190476
10,30,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,31,1,1,2,1,1,4,12.079761904761904,26.55595238095238
10,32,1,1,1,1,3,8,13.140277777777778,26.95595238095238
10,33,1,1,1,1,1,8,11.293849206349206,26.404761904761905
10,34,1,1,1,3,2,8,14.215079365079365,27.304761904761904
10,35,1,1,1,1,2,8,12.258928571428571,26.863095238095237
10,36,1,1,1,3,2,8,14.215079365079365,27.304761904761904
10,37,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,38,1,1,2,1,3,3,14.024007936507937,26.989285714285714
10,39,1,1,2,1,1,8,12.14642857142857,26.66547619047619
10,40,6,3,2,7,4,7,28.17718253968254,27.507142857142856
10,41,1,1,2,1,1,2,12.105357142857143,26.442857142857143
10,42,6,3,2,7,4,7,28.17718253968254,27.507142857142856
10,43,1,2,4,9,5,8,27.052777777777777,27.42142857142857
10,44,4,1,1,6,2,3,20.206150793650792,27.41190476190476
10,45,1,1,2,3,1,8,14.206349206349207,26.929761904761904
10,46,1,1,1,4,4,9,17.402976190476192,27.366666666666667
10,47,1,1,2,2,2,5,14.227976190476191,27.28690476190476
10,48,1,1,1,1,2,5,12.281150793650793,26.833333333333332
10,49,1,1,2,1,1,5,12.216269841269842,26.565476190476193
11,0,1,3,3,3,9,5,25.117261904761904,27.504761904761903
11,1,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,2,1,4,2,2,3,9,18.174801587301587,27.39761904761905
11,3,4,1,1,3,2,8,17.232738095238094,27.395238095238096
11,4,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,5,4,1,1,3,2,8,17.232738095238094,27.395238095238096
11,6,1,1,2,1,3,3,14.024007936507937,26.989285714285714
11,7,1,3,1,6,2,4,19.225,27.41190476190476
11,8,1,1,2,2,2,9,14.158730158730158,27.242857142857144
11,9,1,1,2,2,2,3,14.165674603174603,27.245238095238093
11,10,1,3,3,3,9,5,25.117261904761904,27.504761904761903
11,11,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,12,4,1,1,3,2,8,17.232738095238094,27.395238095238096
11,13,6,2,2,7,4,8,27.17718253968254,27.507142857142856
11,14,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,15,1,3,1,6,2,4,19.225,27.41190476190476
11,16,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,17,1,1,2,1,3,3,14.024007936507937,26.989285714285714
11,18,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,19,1,1,2,1,2,2,12.991071428571429,26.951190476190476
11,20,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,21,4,1,1,3,2,8,17.232738095238094,27.395238095238096
11,22,1,1,2,2,2,9,14.158730158730158,27.242857142857144
11,23,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,24,1,3,1,6,2,4,19.225,27.41190476190476
11,25,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,26,1,1,1,1,3,8,13.140277777777778,26.95595238095238
11,27,1,1,1,3,2,8,14.215079365079365,27.304761904761904
11,28,1,1,1,1,2,8,12.258928571428571,26.863095238095237
11,29,1,1,1,3,2,8,14.215079365079365,27.304761904761904
11,30,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,31,1,1,2,1,3,3,14.024007936507937,26.989285714285714
11,32,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,33,1,4,2,2,3,9,18.174801587301587,27.39761904761905
11,34,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,35,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,36,1,1,2,1,3,3,14.024007936507937,26.989285714285714
11,37,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,38,1,1,2,1,1,8,12.14642857142857,26.66547619047619
11,39,1,1,1,1,1,3,11.243253968253969,26.58214285714286
11,40,1,1,2,1,3,3,14.024007936507937,26.989285714285714
11,41,6,2,2,7,4,8,27.17718253968254,27.507142857142856
11,42,1,1,1,3,2,9,14.291666666666666,27.39047619047619
11,43,1,1,1,1,1,8,11.293849206349206,26.404761904761905
11,44,6,3,2,7,4,7,28.17718253968254,27.507142857142856
11,45,1,1,1,1,1,8,11.293849206349206,26.404761904761905
11,46,6,3,2,7,4,7,28.17718253968254,27.507142857142856
11,47,4,1,1,6,2,3,20.206150793650792,27.41190476190476
11,48,1,1,2,2,2,5,14.227976190476191,27.28690476190476
11,49,1,2,4,9,5,8,27.052777777777777,27.42142857142857
12,0,6,2,2,7,4,8,27.17718253968254,27.507142857142856
12,1,1,1,1,1,1,3,11.243253968253969,26.58214285714286
12,2,6,2,2,7,4,8,27.17718253968254,27.507142857142856
12,3,1,3,1,6,2,4,19.225,27.41190476190476
12,4,1,3,3,3,9,5,25.117261904761904,27.504761904761903
12,5,1,1,2,1,3,3,14.024007936507937,26.989285714285714
12,6,1,1,1,3,2,9,14.291666666666666,27.39047619047619
12,7,1,1,2,2,2,9,14.158730158730158,27.242857142857144
12,8,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,9,1,1,1,1,2,8,12.258928571428571,26.863095238095237
12,10,1,3,3,3,9,5,25.117261904761904,27.504761904761903
12,11,4,1,1,3,2,8,17.232738095238094,27.395238095238096
12,12,1,3,1,6,2,4,19.225,27.41190476190476
12,13,1,1,2,1,2,2,12.991071428571429,26.951190476190476
12,14,1,1,1,1,3,8,13.140277777777778,26.95595238095238
12,15,1,1,1,1,2,8,12.258928571428571,26.863095238095237
12,16,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,17,1,1,1,3,2,8,14.215079365079365,27.304761904761904
12,18,1,4,2,2,3,9,18.174801587301587,27.39761904761905
12,19,1,1,1,3,2,8,14.215079365079365,27.304761904761904
12,20,1,4,2,2,3,9,18.174801587301587,27.39761904761905
12,21,1,1,2,2,2,3,14.165674603174603,27.245238095238093
12,22,4,1,1,3,2,8,17.232738095238094,27.395238095238096
12,23,1,1,2,1,3,3,14.024007936507937,26.989285714285714
12,24,1,1,2,2,2,9,14.158730158730158,27.242857142857144
12,25,1,1,1,3,2,9,14.291666666666666,27.39047619047619
12,26,1,1,2,2,2,3,14.165674603174603,27.245238095238093
12,27,1,1,2,1,3,3,14.024007936507937,26.989285714285714
12,28,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,29,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,30,1,3,1,6,2,4,19.225,27.41190476190476
12,31,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,32,1,4,2,2,3,9,18.174801587301587,27.39761904761905
12,33,4,1,1,3,2,8,17.232738095238094,27.395238095238096
12,34,1,1,2,1,3,3,14.024007936507937,26.989285714285714
12,35,6,2,2,7,4,8,27.17718253968254,27.507142857142856
12,36,1,1,1,3,2,8,14.215079365079365,27.304761904761904
12,37,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,38,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,39,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,40,6,2,2,7,4,8,27.17718253968254,27.507142857142856
12,41,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,42,1,1,1,1,2,8,12.258928571428571,26.863095238095237
12,43,1,1,1,1,2,8,12.258928571428571,26.863095238095237
12,44,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,45,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,46,1,1,2,1,1,8,12.14642857142857,26.66547619047619
12,47,1,1,2,1,3,3,14.024007936507937,26.989285714285714
12,48,1,1,2,2,2,9,14.158730158730158,27.242857142857144
12,49,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,0,1,1,1,1,1,3,11.243253968253969,26.58214285714286
13,1,6,2,2,7,4,8,27.17718253968254,27.507142857142856
13,2,6,2,2,7,4,8,27.17718253968254,27.507142857142856
13,3,1,3,1,6,2,4,19.225,27.41190476190476
13,4,1,3,3,3,9,5,25.117261904761904,27.504761904761903
13,5,1,1,2,1,3,3,14.024007936507937,26.989285714285714
13,6,1,1,1,3,2,9,14.291666666666666,27.39047619047619
13,7,1,1,2,2,2,9,14.158730158730158,27.242857142857144
13,8,1,3,3,3,9,5,25.117261904761904,27.504761904761903
13,9,1,1,1,1,2,3,12.153769841269842,26.751190476190477
13,10,4,1,1,3,2,8,17.232738095238094,27.395238095238096
13,11,1,3,1,6,2,4,19.225,27.41190476190476
13,12,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,13,1,1,1,1,2,4,12.256944444444445,26.83452380952381
13,14,1,1,1,1,3,8,13.140277777777778,26.95595238095238
13,15,1,1,2,1,2,2,12.991071428571429,26.951190476190476
13,16,1,1,1,1,2,8,12.258928571428571,26.863095238095237
13,17,1,1,1,3,2,8,14.215079365079365,27.304761904761904
13,18,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,19,1,1,1,1,2,8,12.258928571428571,26.863095238095237
13,20,1,4,2,2,3,9,18.174801587301587,27.39761904761905
13,21,1,4,2,2,3,9,18.174801587301587,27.39761904761905
13,22,1,1,1,2,3,9,14.183333333333334,27.279761904761905
13,23,4,1,1,3,2,8,17.232738095238094,27.395238095238096
13,24,1,1,2,1,2,2,12.991071428571429,26.951190476190476
13,25,1,1,2,1,3,3,14.024007936507937,26.989285714285714
13,26,1,1,2,2,2,3,14.165674603174603,27.245238095238093
13,27,1,1,1,3,2,8,14.215079365079365,27.304761904761904
13,28,1,1,2,2,2,9,14.158730158730158,27.242857142857144
13,29,1,1,1,3,2,9,14.291666666666666,27.39047619047619
13,30,1,1,2,2,2,3,14.165674603174603,27.245238095238093
13,31,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,32,6,2,2,7,4,8,27.17718253968254,27.507142857142856
13,33,1,3,1,6,2,4,19.225,27.41190476190476
13,34,4,1,1,3,2,8,17.232738095238094,27.395238095238096
13,35,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,36,1,1,1,3,2,9,14.291666666666666,27.39047619047619
13,37,1,1,1,1,2,8,12.258928571428571,26.863095238095237
13,38,1,1,2,1,3,3,14.024007936507937,26.989285714285714
13,39,1,1,1,3,2,8,14.215079365079365,27.304761904761904
13,40,1,1,2,2,2,3,14.165674603174603,27.245238095238093
13,41,1,1,2,1,3,3,14.024007936507937,26.989285714285714
13,42,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,43,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,44,4,1,1,3,2,8,17.232738095238094,27.395238095238096
13,45,1,1,1,1,2,8,12.258928571428571,26.863095238095237
13,46,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,47,1,1,1,1,2,8,12.258928571428571,26.863095238095237
13,48,1,1,2,1,1,8,12.14642857142857,26.66547619047619
13,49,1,1,1,3,2,9,14.291666666666666,27.39047619047619
14,0,6,2,2,7,4,8,27.17718253968254,27.507142857142856
14,1,1,1,1,1,1,3,11.243253968253969,26.58214285714286
14,2,6,2,2,7,4,8,27.17718253968254,27.507142857142856
14,3,1,1,1,6,4,4,19.319246031746033,27.433333333333334
14,4,1,1,1,2,2,8,13.106746031746033,27.201190476190476
14,5,1,3,3,3,9,5,25.117261904761904,27.504761904761903
14,6,1,1,2,1,2,2,12.991071428571429,26.951190476190476
14,7,1,1,1,3,2,9,14.291666666666666,27.39047619047619
14,8,1,3,3,3,9,5,25.117261904761904,27.504761904761903
14,9,4,1,1,3,2,8,17.232738095238094,27.395238095238096
14,10,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,11,1,1,2,1,2,2,12.991071428571429,26.951190476190476
14,12,1,1,1,1,2,3,12.153769841269842,26.751190476190477
14,13,1,1,1,1,2,8,12.258928571428571,26.863095238095237
14,14,1,1,1,3,2,8,14.215079365079365,27.304761904761904
14,15,1,1,1,1,2,3,12.153769841269842,26.751190476190477
14,16,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,17,1,1,1,1,2,4,12.256944444444445,26.83452380952381
14,18,1,3,1,6,2,4,19.225,27.41190476190476
14,19,1,1,1,1,2,8,12.258928571428571,26.863095238095237
14,20,1,4,2,2,3,9,18.174801587301587,27.39761904761905
14,21,1,1,2,2,2,9,14.158730158730158,27.242857142857144
14,22,1,4,2,2,3,9,18.174801587301587,27.39761904761905
14,23,4,1,1,3,2,8,17.232738095238094,27.395238095238096
14,24,1,1,2,2,2,9,14.158730158730158,27.242857142857144
14,25,1,1,1,2,3,9,14.183333333333334,27.279761904761905
14,26,1,1,2,2,2,3,14.165674603174603,27.245238095238093
14,27,1,1,1,1,2,4,12.256944444444445,26.83452380952381
14,28,1,1,1,3,2,8,14.215079365079365,27.304761904761904
14,29,1,1,1,2,3,9,14.183333333333334,27.279761904761905
14,30,1,3,1,6,2,4,19.225,27.41190476190476
14,31,1,1,1,3,2,9,14.291666666666666,27.39047619047619
14,32,1,1,2,2,2,3,14.165674603174603,27.245238095238093
14,33,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,34,1,1,2,2,2,3,14.165674603174603,27.245238095238093
14,35,1,4,2,2,3,9,18.174801587301587,27.39761904761905
14,36,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,37,1,1,1,3,2,8,14.215079365079365,27.304761904761904
14,38,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,39,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,40,1,1,1,1,2,3,12.153769841269842,26.751190476190477
14,41,1,1,1,3,2,9,14.291666666666666,27.39047619047619
14,42,1,1,1,1,2,8,12.258928571428571,26.863095238095237
14,43,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,44,1,4,2,2,3,9,18.174801587301587,27.39761904761905
14,45,1,1,1,3,2,9,14.291666666666666,27.39047619047619
14,46,1,1,1,1,2,8,12.258928571428571,26.863095238095237
14,47,1,1,2,1,1,8,12.14642857142857,26.66547619047619
14,48,1,1,1,1,2,8,12.258928571428571,26.863095238095237
14,49,1,1,1,3,2,8,14.215079365079365,27.304761904761904
15,0,6,2,2,7,4,8,27.17718253968254,27.507142857142856
15,1,1,1,1,1,1,3,11.243253968253969,26.58214285714286
15,2,6,2,2,7,4,8,27.17718253968254,27.507142857142856
15,3,1,1,1,6,4,4,19.319246031746033,27.433333333333334
15,4,1,1,1,2,2,8,13.106746031746033,27.201190476190476
15,5,1,3,3,3,9,5,25.117261904761904,27.504761904761903
15,6,1,1,2,1,2,2,12.991071428571429,26.951190476190476
15,7,1,1,1,3,2,9,14.291666666666666,27.39047619047619
15,8,1,3,3,3,9,5,25.117261904761904,27.504761904761903
15,9,1,1,2,1,2,2,12.991071428571429,26.951190476190476
15,10,1,1,1,3,2,8,14.215079365079365,27.304761904761904
15,11,1,1,1,3,2,8,14.215079365079365,27.304761904761904
15,12,1,1,1,3,2,9,14.291666666666666,27.39047619047619
15,13,1,1,1,3,2,8,14.215079365079365,27.304761904761904
15,14,1,1,1,3,2,9,14.291666666666666,27.39047619047619
15,15,1,1,1,3,2,9,14.291666666666666,27.39047619047619
15,16,1,1,1,3,2,8,14.215079365079365,27.304761904761904
15,17,1,1,1,1,1,3,11.243253968253969,26.58214285714286
15,18,1,2,2,3,2,9,16.134126984126983,27.42857142857143
15,19,1,1,1,3,2,9,14.291666666666666,27.39047619047619
15,20,1,1,1,2,2,8,13.106746031746033,27.201190476190476
15,21,1,1,1,2,2,8,13.106746031746033,27.201190476190476
15,22,1,1,1,2,2,8,13.106746031746033,27.201190476190476
15,23,1,1,2,1,2,2,12.991071428571429,26.951190476190476
15,24,1,1,1,1,1,3,11.243253968253969,26.58214285714286
15,25,1,1,1,3,2,8,14.215079365079365,27.304761904761904
15,26,1,1,2,1,2,2,12.991071428571429,26.951190476190476
15,27,1,1,1,1,1,3,11.243253968253969,26.58214285714286
15,28,1,1,1,6,4,4,19.319246031746033,27.433333333333334
15,29,1,1,1,2,2,9,13.251190476190477,27.29642857142857
15,30,1,1,1,1,2,2,12.12420634920635,26.89404761904762
15,31,1,1,2,1,2,2,12.991071428571429,26.951190476190476
15,32,1,3,1,6,2,4,19.225,27.41190476190476
15,33,1,1,1,1,1,2,11.246230158730159,26.41190476190476
15,34,1,3,1,6,2,4,19.225,27.41190476190476
15,35,1,1,2,2,2,4,14.119444444444445,27.166666666666668
15,36,1,1,1,3,2,3,14.36111111111111,27.35238095238095
15,37,4,1,1,3,2,8,17.232738095238094,27.395238095238096
15,38,1,1,1,1,2,8,12.258928571428571,26.863095238095237
15,39,1,1,1,1,2,8,12.258928571428571,26.863095238095237
15,40,1,1,2,1,1,8,12.14642857142857,26.66547619047619
15,41,1,1,2,1,1,8,12.14642857142857,26.66547619047619
15,42,4,1,1,3,2,8,17.232738095238094,27.395238095238096
15,43,1,4,2,2,3,9,18.174801587301587,27.39761904761905
15,44,1,4,2,2,3,9,18.174801587301587,27.39761904761905
15,45,1,1,1,1,2,3,12.153769841269842,26.751190476190477
15,46,1,1,1,1,2,3,12.153769841269842,26.751190476190477
15,47,1,1,1,1,2,4,12.256944444444445,26.83452380952381
15,48,1,1,2,2,2,9,14.158730158730158,27.242857142857144
15,49,1,1,1,2,3,9,14.183333333333334,27.279761904761905
16,0,6,2,2,7,4,8,27.17718253968254,27.507142857142856
16,1,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,2,6,2,2,7,4,8,27.17718253968254,27.507142857142856
16,3,1,1,1,6,4,4,19.319246031746033,27.433333333333334
16,4,1,1,1,2,2,8,13.106746031746033,27.201190476190476
16,5,1,3,3,3,9,5,25.117261904761904,27.504761904761903
16,6,1,1,2,1,2,2,12.991071428571429,26.951190476190476
16,7,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,8,1,3,3,3,9,5,25.117261904761904,27.504761904761903
16,9,1,1,2,1,2,2,12.991071428571429,26.951190476190476
16,10,1,1,1,3,2,8,14.215079365079365,27.304761904761904
16,11,1,1,1,3,2,8,14.215079365079365,27.304761904761904
16,12,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,13,1,1,1,3,2,8,14.215079365079365,27.304761904761904
16,14,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,15,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,16,1,1,1,3,2,8,14.215079365079365,27.304761904761904
16,17,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,18,1,2,2,3,2,9,16.134126984126983,27.42857142857143
16,19,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,20,1,1,1,2,2,8,13.106746031746033,27.201190476190476
16,21,1,1,1,2,2,8,13.106746031746033,27.201190476190476
16,22,1,1,1,2,2,8,13.106746031746033,27.201190476190476
16,23,1,1,2,1,2,2,12.991071428571429,26.951190476190476
16,24,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,25,1,1,1,3,2,8,14.215079365079365,27.304761904761904
16,26,1,1,2,1,2,2,12.991071428571429,26.951190476190476
16,27,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,28,1,1,1,6,4,4,19.319246031746033,27.433333333333334
16,29,1,1,1,2,2,9,13.251190476190477,27.29642857142857
16,30,1,1,1,1,2,2,12.12420634920635,26.89404761904762
16,31,1,1,2,1,2,2,12.991071428571429,26.951190476190476
16,32,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,33,1,1,1,3,3,3,15.271230158730159,27.42738095238095
16,34,1,2,2,3,2,9,16.134126984126983,27.42857142857143
16,35,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,36,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,37,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,38,1,2,2,3,2,9,16.134126984126983,27.42857142857143
16,39,1,1,1,3,2,9,14.291666666666666,27.39047619047619
16,40,1,1,1,1,1,3,11.243253968253969,26.58214285714286
16,41,1,1,1,2,2,9,13.251190476190477,27.29642857142857
16,42,1,1,1,2,2,3,13.279960317460317,27.30238095238095
16,43,1,3,1,6,2,4,19.225,27.41190476190476
16,44,1,1,1,1,1,2,11.246230158730159,26.41190476190476
16,45,1,1,1,1,1,2,11.246230158730159,26.41190476190476
16,46,1,3,1,6,2,4,19.225,27.41190476190476
16,47,1,1,1,3,2,3,14.36111111111111,27.35238095238095
16,48,1,1,2,1,1,2,12.105357142857143,26.442857142857143
16,49,1,1,3,1,2,8,14.026388888888889,26.914285714285715
17,0,6,2,2,7,4,8,27.17718253968254,27.507142857142856
17,1,1,1,1,1,1,3,11.243253968253969,26.58214285714286
17,2,6,2,2,7,4,8,27.17718253968254,27.507142857142856
17,3,1,1,1,1,1,3,11.243253968253969,26.58214285714286
17,4,1,1,1,1,2,2,12.12420634920635,26.89404761904762
17,5,1,1,1,6,4,4,19.319246031746033,27.433333333333334
17,6,1,3,3,3,9,5,25.117261904761904,27.504761904761903
17,7,1,1,2,1,2,2,12.991071428571429,26.951190476190476
17,8,1,1,1,2,2,8,13.106746031746033,27.201190476190476
17,9,1,1,1,6,4,4,19.319246031746033,27.433333333333334
17,10,1,3,3,3,9,5,25.117261904761904,27.504761904761903
17,11,1,2,2,3,2,9,16.134126984126983,27.42857142857143
17,12,1,1,1,3,2,9,14.291666666666666,27.39047619047619
17,13,1,1,1,3,2,8,14.215079365079365,27.304761904761904
17,14,1,1,1,1,2,2,12.12420634920635,26.89404761904762
