generation,individual_index,post_loading_buffer_capacity,post_conveyor_buffer_capacity,post_washing_buffer_capacity,pre_press1_buffer_capacity,pre_press2_buffer_capacity,post_press12_buffer_capacity,throughput,energy consumption per part
8,27,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
8,28,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
8,29,1,6,6,8,4,8,27.457142857142856,0.4506006759099803
8,30,8,1,6,6,4,8,27.457142857142856,0.4506006759099803
8,31,6,1,8,5,7,8,27.420238095238094,0.45022105431093606
8,32,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
8,33,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
8,34,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
8,35,3,1,1,3,6,4,27.447619047619046,0.4506109899737713
8,36,3,1,1,3,6,4,27.447619047619046,0.4506109899737713
8,37,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
8,38,3,1,2,2,6,4,27.414285714285715,0.45031958265735955
8,39,5,1,8,5,4,8,27.41904761904762,0.4503554471995514
8,40,7,4,6,4,4,8,27.429761904761904,0.45071483936645856
8,41,2,1,6,4,4,8,27.45,0.45111750565894565
8,42,7,4,6,4,4,8,27.429761904761904,0.45071483936645856
8,43,2,1,6,4,4,8,27.45,0.45111750565894565
8,44,1,6,7,5,4,8,27.41904761904762,0.4503593229420705
8,45,7,1,7,5,4,7,27.41904761904762,0.4503593229420705
8,46,7,4,6,4,4,8,27.429761904761904,0.45071483936645856
8,47,2,1,6,4,4,8,27.45,0.45111750565894565
8,48,2,1,6,4,6,6,27.44642857142857,0.45117749972029947
8,49,2,1,6,4,6,6,27.44642857142857,0.45117749972029947
9,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
9,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
9,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
9,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
9,4,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
9,5,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
9,6,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,7,9,3,1,4,6,2,27.475,0.45052774496498316
9,8,9,3,1,4,6,2,27.475,0.45052774496498316
9,9,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,10,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
9,11,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
9,12,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
9,13,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,14,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,15,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,16,9,3,1,4,6,2,27.475,0.45052774496498316
9,17,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,18,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,19,9,3,1,4,6,2,27.475,0.45052774496498316
9,20,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,21,9,3,1,4,6,2,27.475,0.45052774496498316
9,22,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
9,23,9,3,1,4,6,2,27.475,0.45052774496498316
9,24,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,25,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
9,26,9,1,7,5,3,6,27.420238095238094,0.45006710619046847
9,27,7,4,8,4,6,8,27.43095238095238,0.4503889371752456
9,28,1,6,5,9,4,8,27.457142857142856,0.45058931546440634
9,29,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
9,30,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
9,31,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
9,32,6,1,9,5,4,8,27.457142857142856,0.45059485727484694
9,33,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
9,34,7,1,6,6,7,8,27.420238095238094,0.4502015577245734
9,35,6,3,9,5,4,8,27.43095238095238,0.45059369966088475
9,36,8,1,9,5,4,8,27.43095238095238,0.45059369966088475
9,37,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
9,38,1,6,6,8,4,8,27.457142857142856,0.4506006759099803
9,39,8,1,6,6,4,8,27.457142857142856,0.4506006759099803
9,40,6,1,8,5,7,8,27.420238095238094,0.45022105431093606
9,41,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
9,42,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
9,43,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
9,44,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
9,45,3,1,1,3,6,4,27.447619047619046,0.4506109899737713
9,46,3,1,1,3,6,4,27.447619047619046,0.4506109899737713
9,47,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
9,48,3,1,2,2,6,4,27.414285714285715,0.45031958265735955
9,49,5,1,8,5,4,8,27.41904761904762,0.4503554471995514
10,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
10,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
10,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
10,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
10,4,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
10,5,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
10,6,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,7,9,3,1,4,6,2,27.475,0.45052774496498316
10,8,9,3,1,4,6,2,27.475,0.45052774496498316
10,9,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,10,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
10,11,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
10,12,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
10,13,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,14,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,15,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,16,9,3,1,4,6,2,27.475,0.45052774496498316
10,17,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,18,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,19,9,3,1,4,6,2,27.475,0.45052774496498316
10,20,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,21,9,3,1,4,6,2,27.475,0.45052774496498316
10,22,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
10,23,9,3,1,4,6,2,27.475,0.45052774496498316
10,24,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,25,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,26,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
10,27,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
10,28,7,4,8,4,6,8,27.43095238095238,0.4503889371752456
10,29,1,6,5,9,4,8,27.457142857142856,0.45058931546440634
10,30,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
10,31,7,1,6,6,3,8,27.420238095238094,0.4500565875693467
10,32,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
10,33,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
10,34,9,1,7,5,3,6,27.420238095238094,0.45006710619046847
10,35,6,1,9,5,4,8,27.457142857142856,0.45059485727484694
10,36,6,3,9,5,4,8,27.43095238095238,0.45059369966088475
10,37,8,1,9,5,4,8,27.43095238095238,0.45059369966088475
10,38,6,1,9,5,4,8,27.457142857142856,0.45059485727484694
10,39,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
10,40,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
10,41,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
10,42,7,1,6,6,7,8,27.420238095238094,0.4502015577245734
10,43,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
10,44,1,6,6,8,4,8,27.457142857142856,0.4506006759099803
10,45,8,1,6,6,4,8,27.457142857142856,0.4506006759099803
10,46,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
10,47,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
10,48,6,1,8,5,7,8,27.420238095238094,0.45022105431093606
10,49,7,1,7,6,4,8,27.457142857142856,0.45061503767385896
11,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
11,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
11,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
11,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
11,4,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
11,5,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
11,6,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
11,7,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,8,9,3,1,4,6,2,27.475,0.45052774496498316
11,9,9,3,1,4,6,2,27.475,0.45052774496498316
11,10,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,11,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
11,12,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
11,13,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
11,14,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,15,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,16,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,17,9,3,1,4,6,2,27.475,0.45052774496498316
11,18,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,19,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,20,9,3,1,4,6,2,27.475,0.45052774496498316
11,21,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,22,9,3,1,4,6,2,27.475,0.45052774496498316
11,23,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
11,24,9,3,1,4,6,2,27.475,0.45052774496498316
11,25,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,26,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,27,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
11,28,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
11,29,7,4,8,4,6,8,27.43095238095238,0.4503889371752456
11,30,1,6,5,9,4,8,27.457142857142856,0.45058931546440634
11,31,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
11,32,7,1,6,6,3,8,27.420238095238094,0.4500565875693467
11,33,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
11,34,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
11,35,9,1,7,5,3,6,27.420238095238094,0.45006710619046847
11,36,6,1,9,5,4,8,27.457142857142856,0.45059485727484694
11,37,6,3,9,5,4,8,27.43095238095238,0.45059369966088475
11,38,8,1,9,5,4,8,27.43095238095238,0.45059369966088475
11,39,6,1,9,5,4,8,27.457142857142856,0.45059485727484694
11,40,9,1,7,5,3,6,27.420238095238094,0.45006710619046847
11,41,7,1,9,6,4,8,27.43095238095238,0.45059369966088475
11,42,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
11,43,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
11,44,7,1,6,8,4,7,27.457142857142856,0.4506006759099803
11,45,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
11,46,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
11,47,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
11,48,1,6,6,8,4,8,27.457142857142856,0.4506006759099803
11,49,5,3,6,9,6,6,27.420238095238094,0.4502015577245734
12,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
12,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
12,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
12,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
12,4,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
12,5,9,1,1,4,4,8,27.517857142857142,0.449663254788134
12,6,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
12,7,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
12,8,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
12,9,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,10,9,3,1,4,6,2,27.475,0.45052774496498316
12,11,9,3,1,4,6,2,27.475,0.45052774496498316
12,12,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,13,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
12,14,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
12,15,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
12,16,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,17,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,18,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,19,9,3,1,4,6,2,27.475,0.45052774496498316
12,20,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,21,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,22,9,3,1,4,6,2,27.475,0.45052774496498316
12,23,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,24,9,3,1,4,6,2,27.475,0.45052774496498316
12,25,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
12,26,9,3,1,4,6,2,27.475,0.45052774496498316
12,27,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,28,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,29,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
12,30,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,31,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,32,9,3,1,4,6,2,27.475,0.45052774496498316
12,33,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,34,9,3,1,4,6,2,27.475,0.45052774496498316
12,35,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
12,36,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,37,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
12,38,7,4,8,4,6,8,27.43095238095238,0.4503889371752456
12,39,1,6,5,9,4,8,27.457142857142856,0.45058931546440634
12,40,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
12,41,7,1,6,6,3,8,27.420238095238094,0.4500565875693467
12,42,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
12,43,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
12,44,9,3,9,4,6,4,27.428571428571427,0.4502787347987619
12,45,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
12,46,7,1,6,6,3,8,27.420238095238094,0.4500565875693467
12,47,9,1,7,5,3,6,27.420238095238094,0.45006710619046847
12,48,6,3,9,4,3,8,27.46904761904762,0.45133126994694245
12,49,9,1,7,5,3,6,27.420238095238094,0.45006710619046847
13,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
13,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
13,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
13,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
13,4,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
13,5,9,1,1,4,4,8,27.517857142857142,0.449663254788134
13,6,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
13,7,9,1,1,4,4,8,27.517857142857142,0.449663254788134
13,8,9,1,1,4,4,8,27.517857142857142,0.449663254788134
13,9,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
13,10,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
13,11,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,12,9,3,1,4,6,2,27.475,0.45052774496498316
13,13,9,3,1,4,6,2,27.475,0.45052774496498316
13,14,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,15,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
13,16,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
13,17,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
13,18,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,19,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,20,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,21,9,3,1,4,6,2,27.475,0.45052774496498316
13,22,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,23,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,24,9,3,1,4,6,2,27.475,0.45052774496498316
13,25,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,26,9,3,1,4,6,2,27.475,0.45052774496498316
13,27,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
13,28,9,3,1,4,6,2,27.475,0.45052774496498316
13,29,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,30,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,31,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
13,32,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,33,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,34,9,3,1,4,6,2,27.475,0.45052774496498316
13,35,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,36,9,3,1,4,6,2,27.475,0.45052774496498316
13,37,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
13,38,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,39,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,40,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,41,9,3,1,4,6,2,27.475,0.45052774496498316
13,42,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,43,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,44,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,45,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
13,46,7,1,6,6,3,8,27.420238095238094,0.4500565875693467
13,47,7,1,6,6,3,8,27.420238095238094,0.4500565875693467
13,48,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
13,49,5,3,10,4,3,8,27.46904761904762,0.4513237249562332
14,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
14,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
14,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
14,4,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
14,5,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,6,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
14,7,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,8,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,9,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
14,10,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,11,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,12,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,13,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,14,9,1,1,4,4,8,27.517857142857142,0.449663254788134
14,15,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,16,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,17,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
14,18,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
14,19,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
14,20,9,3,1,4,6,2,27.475,0.45052774496498316
14,21,9,3,1,4,6,2,27.475,0.45052774496498316
14,22,8,2,8,3,2,3,27.446428571428573,0.45030408612910666
14,23,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,24,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,25,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,26,9,3,1,4,6,2,27.475,0.45052774496498316
14,27,9,3,1,4,6,2,27.475,0.45052774496498316
14,28,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,29,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
14,30,9,3,1,4,6,2,27.475,0.45052774496498316
14,31,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
14,32,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,33,9,3,1,4,6,2,27.475,0.45052774496498316
14,34,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,35,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,36,9,3,1,4,6,2,27.475,0.45052774496498316
14,37,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,38,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
14,39,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,40,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,41,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,42,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,43,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,44,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,45,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,46,9,3,1,4,6,2,27.475,0.45052774496498316
14,47,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,48,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
14,49,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,4,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,5,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,6,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,7,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,8,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,9,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,10,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,11,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,12,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,13,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,14,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,15,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
15,16,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,17,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,18,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,19,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,20,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,21,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,22,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,23,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,24,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,25,9,1,1,4,4,8,27.517857142857142,0.449663254788134
15,26,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
15,27,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
15,28,1,2,1,3,2,3,27.351190476190478,0.4495692444761835
15,29,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,30,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
15,31,9,3,1,4,6,2,27.475,0.45052774496498316
15,32,9,3,1,4,6,2,27.475,0.45052774496498316
15,33,8,2,8,3,2,3,27.446428571428573,0.45030408612910666
15,34,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,35,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,36,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,37,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,38,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,39,9,3,1,4,6,2,27.475,0.45052774496498316
15,40,9,3,1,4,6,2,27.475,0.45052774496498316
15,41,9,3,1,4,6,2,27.475,0.45052774496498316
15,42,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,43,9,3,1,4,6,2,27.475,0.45052774496498316
15,44,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,45,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,46,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,47,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,48,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
15,49,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
16,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,2,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,4,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,5,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,6,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,7,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,8,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,9,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,10,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,11,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,12,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,13,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,14,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,15,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,16,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,17,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,18,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,19,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,20,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,21,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,22,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,23,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,24,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,25,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,26,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,27,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,28,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,29,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,30,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,31,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,32,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,33,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,34,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,35,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,36,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,37,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,38,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
16,39,9,1,1,4,4,8,27.517857142857142,0.449663254788134
16,40,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
16,41,1,2,1,3,2,3,27.351190476190478,0.4495692444761835
16,42,7,4,10,5,3,4,27.51547619047619,0.4506600303041229
16,43,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
16,44,10,2,8,3,2,1,27.446428571428573,0.45030408612910666
16,45,9,3,1,4,6,2,27.475,0.45052774496498316
16,46,1,2,8,3,2,3,27.432142857142857,0.44977849706077655
16,47,1,2,1,3,3,3,27.45714285714286,0.45040846786296235
16,48,9,3,1,4,6,2,27.475,0.45052774496498316
16,49,9,1,7,4,4,8,27.455952380952382,0.45037105355667867
17,0,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
17,1,9,1,1,4,4,8,27.517857142857142,0.449663254788134
17,2,9,1,1,4,4,8,27.517857142857142,0.449663254788134
17,3,9,1,8,6,3,8,27.395238095238096,0.4491771829501502
17,4,9,1,1,4,4,8,27.517857142857142,0.449663254788134
17,5,9,1,1,4,4,8,27.517857142857142,0.449663254788134
